2023-04-08 15:52:16,549 INFO    StreamThr :4222 [internal.py:wandb_internal():86] W&B internal server running at pid: 4222, started at: 2023-04-08 15:52:16.548793
2023-04-08 15:52:16,550 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: status
2023-04-08 15:52:16,560 INFO    WriterThread:4222 [datastore.py:open_for_write():85] open: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/run-iholoqel.wandb
2023-04-08 15:52:16,560 DEBUG   SenderThread:4222 [sender.py:send():375] send: header
2023-04-08 15:52:16,641 DEBUG   SenderThread:4222 [sender.py:send():375] send: run
2023-04-08 15:52:16,808 INFO    SenderThread:4222 [dir_watcher.py:__init__():219] watching files in: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files
2023-04-08 15:52:16,808 INFO    SenderThread:4222 [sender.py:_start_run_threads():1124] run started: iholoqel with start time 1680969136.549518
2023-04-08 15:52:16,809 DEBUG   SenderThread:4222 [sender.py:send_request():402] send_request: summary_record
2023-04-08 15:52:16,809 INFO    SenderThread:4222 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-08 15:52:16,813 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: check_version
2023-04-08 15:52:16,813 DEBUG   SenderThread:4222 [sender.py:send_request():402] send_request: check_version
2023-04-08 15:52:16,857 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: run_start
2023-04-08 15:52:16,858 DEBUG   HandlerThread:4222 [system_info.py:__init__():31] System info init
2023-04-08 15:52:16,858 DEBUG   HandlerThread:4222 [system_info.py:__init__():46] System info init done
2023-04-08 15:52:16,858 INFO    HandlerThread:4222 [system_monitor.py:start():181] Starting system monitor
2023-04-08 15:52:16,858 INFO    SystemMonitor:4222 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-08 15:52:16,858 INFO    HandlerThread:4222 [system_monitor.py:probe():201] Collecting system info
2023-04-08 15:52:16,859 INFO    SystemMonitor:4222 [interfaces.py:start():190] Started cpu monitoring
2023-04-08 15:52:16,860 DEBUG   HandlerThread:4222 [system_info.py:probe():195] Probing system
2023-04-08 15:52:16,861 DEBUG   HandlerThread:4222 [system_info.py:_probe_git():180] Probing git
2023-04-08 15:52:16,865 INFO    SystemMonitor:4222 [interfaces.py:start():190] Started disk monitoring
2023-04-08 15:52:16,866 INFO    SystemMonitor:4222 [interfaces.py:start():190] Started gpu monitoring
2023-04-08 15:52:16,867 INFO    SystemMonitor:4222 [interfaces.py:start():190] Started memory monitoring
2023-04-08 15:52:16,867 INFO    SystemMonitor:4222 [interfaces.py:start():190] Started network monitoring
2023-04-08 15:52:16,876 DEBUG   HandlerThread:4222 [system_info.py:_probe_git():188] Probing git done
2023-04-08 15:52:16,876 DEBUG   HandlerThread:4222 [system_info.py:probe():240] Probing system done
2023-04-08 15:52:16,876 DEBUG   HandlerThread:4222 [system_monitor.py:probe():210] {'os': 'Linux-5.4.0-146-generic-x86_64-with-glibc2.31', 'python': '3.9.16', 'heartbeatAt': '2023-04-08T15:52:16.860793', 'startedAt': '2023-04-08T15:52:16.542885', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': 'home/pystack/notebooks/eda.ipynb', 'root': '/home/paperspace/home/pystack', 'git': {'remote': 'https://github.com/darien-schettler/pystack.git', 'commit': 'af783fd78c88608a4e47d33f93a2213f8f8d94fa'}, 'email': 'darien_schettler@hotmail.com', 'host': 'ps6n800vm', 'username': 'paperspace', 'executable': '/usr/local/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3202.1379999999995, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}, {'current': 3202.138, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1968.4833221435547, 'used': 429.81021881103516}, 'gpu': 'NVIDIA RTX A4000', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA RTX A4000', 'memory_total': 17171480576}], 'memory': {'total': 44.101985931396484}}
2023-04-08 15:52:16,876 INFO    HandlerThread:4222 [system_monitor.py:probe():211] Finished collecting system info
2023-04-08 15:52:16,876 INFO    HandlerThread:4222 [system_monitor.py:probe():214] Publishing system info
2023-04-08 15:52:16,876 DEBUG   HandlerThread:4222 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-08 15:52:16,877 DEBUG   HandlerThread:4222 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-08 15:52:16,877 INFO    HandlerThread:4222 [system_monitor.py:probe():216] Finished publishing system info
2023-04-08 15:52:16,878 DEBUG   SenderThread:4222 [sender.py:send():375] send: files
2023-04-08 15:52:16,878 INFO    SenderThread:4222 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-08 15:52:16,891 DEBUG   SenderThread:4222 [sender.py:send():375] send: telemetry
2023-04-08 15:52:16,898 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: stop_status
2023-04-08 15:52:16,898 DEBUG   SenderThread:4222 [sender.py:send_request():402] send_request: stop_status
2023-04-08 15:52:17,189 INFO    wandb-upload_0:4222 [upload_job.py:push():137] Uploaded file /tmp/tmp8r2c5yv6wandb/tdrsyd85-wandb-metadata.json
2023-04-08 15:52:17,810 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/wandb-summary.json
2023-04-08 15:52:17,810 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/wandb-metadata.json
2023-04-08 15:52:17,810 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/requirements.txt
2023-04-08 15:52:21,963 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: status_report
2023-04-08 15:52:24,812 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/output.log
2023-04-08 15:52:26,814 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/output.log
2023-04-08 15:52:27,611 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: status_report
2023-04-08 15:52:28,815 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/output.log
2023-04-08 15:52:31,888 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: stop_status
2023-04-08 15:52:31,888 DEBUG   SenderThread:4222 [sender.py:send_request():402] send_request: stop_status
2023-04-08 15:52:32,935 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: status_report
2023-04-08 15:52:34,052 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: log_artifact
2023-04-08 15:52:34,052 DEBUG   SenderThread:4222 [sender.py:send_request():402] send_request: log_artifact
2023-04-08 15:52:34,977 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: partial_history
2023-04-08 15:52:34,978 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: pause
2023-04-08 15:52:34,978 INFO    HandlerThread:4222 [handler.py:handle_request_pause():719] stopping system metrics thread or process
2023-04-08 15:52:34,978 INFO    HandlerThread:4222 [system_monitor.py:finish():190] Stopping system monitor
2023-04-08 15:52:34,978 INFO    HandlerThread:4222 [interfaces.py:finish():202] Joined cpu monitor
2023-04-08 15:52:34,978 INFO    HandlerThread:4222 [interfaces.py:finish():202] Joined disk monitor
2023-04-08 15:52:34,979 DEBUG   SystemMonitor:4222 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-08 15:52:34,979 DEBUG   SystemMonitor:4222 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-04-08 15:52:34,980 DEBUG   SystemMonitor:4222 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-04-08 15:52:35,001 INFO    HandlerThread:4222 [interfaces.py:finish():202] Joined gpu monitor
2023-04-08 15:52:35,001 INFO    HandlerThread:4222 [interfaces.py:finish():202] Joined memory monitor
2023-04-08 15:52:35,001 INFO    HandlerThread:4222 [interfaces.py:finish():202] Joined network monitor
2023-04-08 15:52:35,818 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/media/table/raw_eda_dataframe_0_652f07aec5292d7c4754.table.json
2023-04-08 15:52:35,818 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/media/table
2023-04-08 15:52:35,818 INFO    Thread-26 :4222 [dir_watcher.py:_on_file_created():278] file/dir created: /home/paperspace/home/pystack/notebooks/wandb/run-20230408_155216-iholoqel/files/media
2023-04-08 15:52:38,236 INFO    wandb-upload_0:4222 [upload_job.py:push():137] Uploaded file /tmp/tmp8r2c5yv6wandb/mxpeup6u-media/table/raw_eda_dataframe_0_652f07aec5292d7c4754.table.json
2023-04-08 15:52:46,888 DEBUG   HandlerThread:4222 [handler.py:handle_request():144] handle_request: stop_status
